file,texture,width,height,selected_pixels,alpha_zero,alpha_full,alpha_partial,alpha_min,alpha_max
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\823d802adb2e42708a71ca4f863afe35\resource_pack_EP_JXK_Gun_3\textures\models\emx_parts\muzzle\emx_muzzle_l_color_mask.png,textures/models/emx_parts/muzzle/emx_muzzle_l_color_mask,16,16,41,0,3,38,67,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\823d802adb2e42708a71ca4f863afe35\resource_pack_EP_JXK_Gun_3\textures\models\emx_parts\muzzle\emx_muzzle_m_color_mask.png,textures/models/emx_parts/muzzle/emx_muzzle_m_color_mask,16,16,15,0,3,12,57,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\823d802adb2e42708a71ca4f863afe35\resource_pack_EP_JXK_Gun_3\textures\models\emx_parts\rack\emx_rack_a_color_mask.png,textures/models/emx_parts/rack/emx_rack_a_color_mask,32,32,964,0,0,964,40,205
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\823d802adb2e42708a71ca4f863afe35\resource_pack_EP_JXK_Gun_3\textures\models\emx_parts\rack\emx_rack_b_color_mask.png,textures/models/emx_parts/rack/emx_rack_b_color_mask,16,16,31,0,4,27,95,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\823d802adb2e42708a71ca4f863afe35\resource_pack_EP_JXK_Gun_3\textures\models\emx_parts\rack\emx_rack_c_color_mask.png,textures/models/emx_parts/rack/emx_rack_c_color_mask,16,16,6,0,2,4,205,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\823d802adb2e42708a71ca4f863afe35\resource_pack_EP_JXK_Gun_3\textures\models\emx_parts\slider\emx_left_slider_a_color_mask.png,textures/models/emx_parts/slider/emx_left_slider_a_color_mask,16,16,16,0,1,15,205,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\823d802adb2e42708a71ca4f863afe35\resource_pack_EP_JXK_Gun_3\textures\models\emx_parts\slider\emx_left_slider_b_color_mask.png,textures/models/emx_parts/slider/emx_left_slider_b_color_mask,16,16,7,0,0,7,95,205
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\823d802adb2e42708a71ca4f863afe35\resource_pack_EP_JXK_Gun_3\textures\models\emx_parts\slider\emx_left_slider_c_color_mask.png,textures/models/emx_parts/slider/emx_left_slider_c_color_mask,16,16,18,0,0,18,95,205
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\823d802adb2e42708a71ca4f863afe35\resource_pack_EP_JXK_Gun_3\textures\models\emx_parts\slider\emx_left_slider_d_color_mask.png,textures/models/emx_parts/slider/emx_left_slider_d_color_mask,16,16,20,0,2,18,205,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\823d802adb2e42708a71ca4f863afe35\resource_pack_EP_JXK_Gun_3\textures\models\emx_parts\slider\emx_left_slider_e_color_mask.png,textures/models/emx_parts/slider/emx_left_slider_e_color_mask,16,16,46,0,1,45,205,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\823d802adb2e42708a71ca4f863afe35\resource_pack_EP_JXK_Gun_3\textures\models\emx_parts\slider\emx_left_slider_f_color_mask.png,textures/models/emx_parts/slider/emx_left_slider_f_color_mask,16,16,19,0,2,17,95,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\823d802adb2e42708a71ca4f863afe35\resource_pack_EP_JXK_Gun_3\textures\models\emx_parts\slider\emx_left_slider_g_color_mask.png,textures/models/emx_parts/slider/emx_left_slider_g_color_mask,16,16,42,0,4,38,205,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\823d802adb2e42708a71ca4f863afe35\resource_pack_EP_JXK_Gun_3\textures\models\emx_parts\slider\emx_left_slider_h_color_mask.png,textures/models/emx_parts/slider/emx_left_slider_h_color_mask,16,16,41,0,6,35,205,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\823d802adb2e42708a71ca4f863afe35\resource_pack_EP_JXK_Gun_3\textures\models\emx_rivet_color_mask.png,textures/models/emx_rivet_color_mask,350,176,2449,0,2151,298,37,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\823d802adb2e42708a71ca4f863afe35\resource_pack_EP_JXK_Gun_3\textures\models\emx_umx57_color_mask.png,textures/models/emx_umx57_color_mask,454,260,17359,0,12607,4752,3,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\823d802adb2e42708a71ca4f863afe35\resource_pack_EP_JXK_Gun_3\textures\models\emx_volk_color_mask.png,textures/models/emx_volk_color_mask,374,188,18009,0,2465,15544,24,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\823d802adb2e42708a71ca4f863afe35\resource_pack_EP_JXK_Gun_3\textures\models\emx_xsp23_color_mask.png,textures/models/emx_xsp23_color_mask,350,176,1977,0,1457,520,15,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\gepardpdw_color_mask.png,textures/models/gepardpdw_color_mask,190,104,4428,0,0,4428,2,249
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\gm6_color_mask.png,textures/models/gm6_color_mask,184,184,17680,0,15,17665,64,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\59cc2f296e854a9d8fe027ff0bb9f9c4\resource_pack_EP_JXK_Gun_8\textures\models\hawker_hx_color_mask.png,textures/models/hawker_hx_color_mask,36,70,1958,0,43,1915,6,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\5f8c9b1478e241ac94031b1b02df08e3\resource_pack_EP_JXK_Gun_1\textures\models\hdr_color_mask.png,textures/models/hdr_color_mask,176,88,2929,0,1,2928,1,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\ead4fc560a4e45c1bdd0d88ef9710061\resource_pack_EP_JXK_9\textures\models\hellriegelm1915_color_mask.png,textures/models/hellriegelm1915_color_mask,108,156,16784,0,848,15936,4,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\5f8c9b1478e241ac94031b1b02df08e3\resource_pack_EP_JXK_Gun_1\textures\models\holger26_color_mask.png,textures/models/holger26_color_mask,124,80,2129,0,3,2126,8,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\5f8c9b1478e241ac94031b1b02df08e3\resource_pack_EP_JXK_Gun_1\textures\models\holger_color_mask.png,textures/models/holger_color_mask,154,90,1422,0,5,1417,31,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\5f8c9b1478e241ac94031b1b02df08e3\resource_pack_EP_JXK_Gun_1\textures\models\iso_hemlock_556_2_color_mask.png,textures/models/iso_hemlock_556_2_color_mask,174,126,3746,0,0,3746,6,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\59cc2f296e854a9d8fe027ff0bb9f9c4\resource_pack_EP_JXK_Gun_8\textures\models\jager45_color_mask.png,textures/models/jager45_color_mask,62,44,2606,0,56,2550,7,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\5f8c9b1478e241ac94031b1b02df08e3\resource_pack_EP_JXK_Gun_1\textures\models\jak_requiem_762_color_mask.png,textures/models/jak_requiem_762_color_mask,216,108,1111,0,0,1111,10,253
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\5f8c9b1478e241ac94031b1b02df08e3\resource_pack_EP_JXK_Gun_1\textures\models\kastov762_color_mask.png,textures/models/kastov762_color_mask,212,138,2796,0,3,2793,11,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\5f8c9b1478e241ac94031b1b02df08e3\resource_pack_EP_JXK_Gun_1\textures\models\kv_broadside_color_mask.png,textures/models/kv_broadside_color_mask,256,256,20725,0,20725,0,255,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\ead4fc560a4e45c1bdd0d88ef9710061\resource_pack_EP_JXK_9\textures\models\lebel1886_07c_color_mask.png,textures/models/lebel1886_07c_color_mask,152,86,11970,0,11962,8,247,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\5f8c9b1478e241ac94031b1b02df08e3\resource_pack_EP_JXK_Gun_1\textures\models\longbow_color_mask.png,textures/models/longbow_color_mask,210,146,2058,0,1,2057,13,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\ead4fc560a4e45c1bdd0d88ef9710061\resource_pack_EP_JXK_9\textures\models\luger1906_color_mask.png,textures/models/luger1906_color_mask,168,90,14482,0,7,14475,2,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\ead4fc560a4e45c1bdd0d88ef9710061\resource_pack_EP_JXK_9\textures\models\lugerp08_color_mask.png,textures/models/lugerp08_color_mask,62,88,5450,0,2059,3391,4,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\5f8c9b1478e241ac94031b1b02df08e3\resource_pack_EP_JXK_Gun_1\textures\models\m13b_color_mask.png,textures/models/m13b_color_mask,174,88,1549,0,32,1517,5,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\59cc2f296e854a9d8fe027ff0bb9f9c4\resource_pack_EP_JXK_Gun_8\textures\models\m15mod0_color_mask.png,textures/models/m15mod0_color_mask,38,48,1808,0,17,1791,1,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\ead4fc560a4e45c1bdd0d88ef9710061\resource_pack_EP_JXK_9\textures\models\m1887_color_mask.png,textures/models/m1887_color_mask,92,112,10215,0,10213,2,25,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\ead4fc560a4e45c1bdd0d88ef9710061\resource_pack_EP_JXK_9\textures\models\m1887_hc_color_mask.png,textures/models/m1887_hc_color_mask,112,68,7415,0,7413,2,25,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\m1895_color_mask.png,textures/models/m1895_color_mask,102,52,4542,0,19,4523,19,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\ead4fc560a4e45c1bdd0d88ef9710061\resource_pack_EP_JXK_9\textures\models\m1garand_color_mask.png,textures/models/m1garand_color_mask,98,122,11738,0,11737,1,25,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\m200_color_mask.png,textures/models/m200_color_mask,240,148,14626,0,0,14626,2,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\m203_color_mask.png,textures/models/m203_color_mask,176,104,610,0,4,606,21,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\5f8c9b1478e241ac94031b1b02df08e3\resource_pack_EP_JXK_Gun_1\textures\models\m4_292cs_color_mask.png,textures/models/m4_292cs_color_mask,188,96,2706,0,4,2702,2,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\5f8c9b1478e241ac94031b1b02df08e3\resource_pack_EP_JXK_Gun_1\textures\models\m4_new_color_mask.png,textures/models/m4_new_color_mask,210,120,3952,0,11,3941,8,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\59cc2f296e854a9d8fe027ff0bb9f9c4\resource_pack_EP_JXK_Gun_8\textures\models\m8a1_color_mask.png,textures/models/m8a1_color_mask,86,92,7351,0,29,7322,77,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\59cc2f296e854a9d8fe027ff0bb9f9c4\resource_pack_EP_JXK_Gun_8\textures\models\m8a1_fullauto_color_mask.png,textures/models/m8a1_fullauto_color_mask,96,84,7657,0,223,7434,5,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\ead4fc560a4e45c1bdd0d88ef9710061\resource_pack_EP_JXK_9\textures\models\madsen_color_mask.png,textures/models/madsen_color_mask,142,140,19145,0,162,18983,101,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\5f8c9b1478e241ac94031b1b02df08e3\resource_pack_EP_JXK_Gun_1\textures\models\marine_sp_color_mask.png,textures/models/marine_sp_color_mask,162,126,1828,0,2,1826,7,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\mas38_color_mask.png,textures/models/mas38_color_mask,186,144,7810,0,5,7805,16,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\ead4fc560a4e45c1bdd0d88ef9710061\resource_pack_EP_JXK_9\textures\models\mg1417_color_mask.png,textures/models/mg1417_color_mask,202,196,38898,0,589,38309,5,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\mg338_color_mask.png,textures/models/mg338_color_mask,176,152,26701,0,0,26701,8,247
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\59cc2f296e854a9d8fe027ff0bb9f9c4\resource_pack_EP_JXK_Gun_8\textures\models\mk35_isr_color_mask.png,textures/models/mk35_isr_color_mask,48,44,1887,0,12,1875,7,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\mk3_color_mask.png,textures/models/mk3_color_mask,120,150,17968,0,4,17964,38,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\0d09f0c5ce3c4778be216e9fda681ea0\resource_pack_EP_JXK_Gun_2\textures\models\mk47.png,textures/models/mk47,4096,4096,0,0,0,0,,
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\ead4fc560a4e45c1bdd0d88ef9710061\resource_pack_EP_JXK_9\textures\models\mosin91_color_mask.png,textures/models/mosin91_color_mask,222,190,40512,0,40512,0,255,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\5f8c9b1478e241ac94031b1b02df08e3\resource_pack_EP_JXK_Gun_1\textures\models\mtz556_color_mask.png,textures/models/mtz556_color_mask,226,186,7380,0,1,7379,5,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\5f8c9b1478e241ac94031b1b02df08e3\resource_pack_EP_JXK_Gun_1\textures\models\oden_color_mask.png,textures/models/oden_color_mask,256,256,13835,0,13835,0,255,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\ead4fc560a4e45c1bdd0d88ef9710061\resource_pack_EP_JXK_9\textures\models\p17_color_mask.png,textures/models/p17_color_mask,120,80,9079,0,9074,5,247,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1a_color_mask.png,textures/models/parts/aim/parts_sight_1a_color_mask,72,78,134,0,10,124,4,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1b_color_mask.png,textures/models/parts/aim/parts_sight_1b_color_mask,52,70,558,0,352,206,7,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1c_color_mask.png,textures/models/parts/aim/parts_sight_1c_color_mask,94,58,4112,0,1602,2510,2,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1d_color_mask.png,textures/models/parts/aim/parts_sight_1d_color_mask,82,92,698,0,120,578,3,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1e_color_mask.png,textures/models/parts/aim/parts_sight_1e_color_mask,58,72,336,0,54,282,4,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1f_color_mask.png,textures/models/parts/aim/parts_sight_1f_color_mask,38,22,439,0,13,426,12,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1g_color_mask.png,textures/models/parts/aim/parts_sight_1g_color_mask,30,20,536,0,13,523,11,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1h_color_mask.png,textures/models/parts/aim/parts_sight_1h_color_mask,184,92,186,0,0,186,1,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1i_color_mask.png,textures/models/parts/aim/parts_sight_1i_color_mask,32,32,381,0,1,380,7,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1j_color_mask.png,textures/models/parts/aim/parts_sight_1j_color_mask,24,28,616,0,2,614,3,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1k_color_mask.png,textures/models/parts/aim/parts_sight_1k_color_mask,32,24,554,0,0,554,4,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1l_color_mask.png,textures/models/parts/aim/parts_sight_1l_color_mask,18,12,159,0,1,158,9,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1m_color_mask.png,textures/models/parts/aim/parts_sight_1m_color_mask,30,20,529,0,0,529,2,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1n_color_mask.png,textures/models/parts/aim/parts_sight_1n_color_mask,176,94,142,0,0,142,5,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1o_color_mask.png,textures/models/parts/aim/parts_sight_1o_color_mask,12,8,82,0,1,81,12,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1p_color_mask.png,textures/models/parts/aim/parts_sight_1p_color_mask,214,108,240,0,1,239,6,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1q_color_mask.png,textures/models/parts/aim/parts_sight_1q_color_mask,152,76,362,0,3,359,102,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1s_color_mask.png,textures/models/parts/aim/parts_sight_1s_color_mask,176,102,158,0,0,158,2,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1t_color_mask.png,textures/models/parts/aim/parts_sight_1t_color_mask,158,92,48,0,10,38,13,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1u_color_mask.png,textures/models/parts/aim/parts_sight_1u_color_mask,116,58,40,0,0,40,8,253
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1v_color_mask.png,textures/models/parts/aim/parts_sight_1v_color_mask,80,50,460,0,2,458,2,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1w_color_mask.png,textures/models/parts/aim/parts_sight_1w_color_mask,160,80,105,0,1,104,7,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1x_color_mask.png,textures/models/parts/aim/parts_sight_1x_color_mask,70,94,1686,0,0,1686,1,51
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1y_color_mask.png,textures/models/parts/aim/parts_sight_1y_color_mask,244,122,309,0,0,309,6,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_1z_color_mask.png,textures/models/parts/aim/parts_sight_1z_color_mask,20,26,455,0,0,455,8,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\aim\parts_sight_2a_color_mask.png,textures/models/parts/aim/parts_sight_2a_color_mask,50,36,296,0,2,294,1,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\aim_dowm_frame\aim_dowm_frame_a_color_mask.png,textures/models/parts/aim_dowm_frame/aim_dowm_frame_a_color_mask,10,6,50,0,1,49,62,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0\textures\models\parts\aim_dowm_frame\aim_dowm_frame_b_color_mask.png,textures/models/parts/aim_dowm_frame/aim_dowm_frame_b_color_mask,8,8,61,0,0,61,138,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\foregrip\add_foregrip_a_color_mask.png,textures/models/parts/foregrip/add_foregrip_a_color_mask,14,12,155,0,0,155,10,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\foregrip\add_foregrip_b_color_mask.png,textures/models/parts/foregrip/add_foregrip_b_color_mask,8,6,35,0,4,31,2,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\foregrip\add_foregrip_c_color_mask.png,textures/models/parts/foregrip/add_foregrip_c_color_mask,14,8,106,0,0,106,6,253
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\foregrip\add_foregrip_d_color_mask.png,textures/models/parts/foregrip/add_foregrip_d_color_mask,8,16,123,0,2,121,12,255
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\foregrip\add_foregrip_e_color_mask.png,textures/models/parts/foregrip/add_foregrip_e_color_mask,10,18,160,0,0,160,9,253
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\foregrip\add_foregrip_f_color_mask.png,textures/models/parts/foregrip/add_foregrip_f_color_mask,22,12,130,0,0,130,9,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\foregrip\add_foregrip_g_color_mask.png,textures/models/parts/foregrip/add_foregrip_g_color_mask,22,12,174,0,0,174,4,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\foregrip\add_foregrip_h_color_mask.png,textures/models/parts/foregrip/add_foregrip_h_color_mask,12,10,116,0,0,116,11,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\foregrip\add_foregrip_i_color_mask.png,textures/models/parts/foregrip/add_foregrip_i_color_mask,4,8,30,0,0,30,3,253
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\foregrip\add_foregrip_j_color_mask.png,textures/models/parts/foregrip/add_foregrip_j_color_mask,8,8,60,0,0,60,4,254
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\foregrip\add_foregrip_k_color_mask.png,textures/models/parts/foregrip/add_foregrip_k_color_mask,20,10,179,0,0,179,1,252
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\foregrip\add_foregrip_l_color_mask.png,textures/models/parts/foregrip/add_foregrip_l_color_mask,8,12,90,0,0,90,3,244
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\foregrip\add_foregrip_m_color_mask.png,textures/models/parts/foregrip/add_foregrip_m_color_mask,24,18,419,0,0,419,5,253
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\foregrip\add_foregrip_n_color_mask.png,textures/models/parts/foregrip/add_foregrip_n_color_mask,8,12,85,0,0,85,3,250
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\foregrip\add_foregrip_o_color_mask.png,textures/models/parts/foregrip/add_foregrip_o_color_mask,40,24,403,0,0,403,4,250
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\foregrip\add_foregrip_p_color_mask.png,textures/models/parts/foregrip/add_foregrip_p_color_mask,6,10,45,0,0,45,8,247
D:\MCStudioDownload\work\m15962993069@163.com\Cpp\AddOn\fea27878bd6a487890f0ccbfbd45f113\resource_pack_EP_JXK_0_add\textures\models\parts\foregrip\add_foregrip_q_color_mask.png,textures/models/parts/foregrip/add_foregrip_q_color_mask,10,18,161,0,1,160,1,255
